Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,categoryId,channelId,channelTitle,commentCount,dislikeCount,favoriteCount,likeCount,title,videoId,viewCount
Lil Baby & Gunna,0,TRUE,0,61,61,Business Is Business,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,609,1879,0,35387,Business Is Business,KqGycFzYYAg,4994816
Lil Uzi Vert,4,FALSE,54,24,62,New Patek,22,UCqwxMqUcL-XC3D9-fTP93Mg,LIL UZI VERT,36942,23736,0,508524,Lil Uzi Vert - New Patek [Official Audio],PczuoZJ-PtM,45142704
Lady Gaga,0,TRUE,0,63,63,Is That Alright?,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,5341,2117,0,117938,Lady Gaga - Is That Alright? (A Star Is Born),_vR32XI3Sr4,19833362
Eminem Featuring Joyner Lucas,6,FALSE,55,6,64,Lucky You,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Kane Brown,13,FALSE,72,61,65,Lose It,10,UCsEj8E122ibbJetQe8BoV7g,KaneBrownVEVO,7250,11621,0,177098,Kane Brown - Lose It (Official Music Video),Z8nkc2KKjd8,41528903
Cole Swindell,14,FALSE,73,49,66,Break Up In The End,10,UCot3LeHcLzvWproxs3rNZTQ,Cole Swindell,1350,4819,0,76195,"Cole Swindell - ""Break Up In The End"" (Official Music Video)",NhTulKznx_Y,21520607
Lil Wayne Featuring Travis Scott,2,FALSE,10,10,67,Let It Fly,10,UCtcMbx_6gNLCJjQpyLF67FQ,Fran WillMadeIt,130,198,0,2244,Lil Wayne – Let It Fly Ft. Travis Scott (The Carter V),RDKgqH5X78I,381848
Eric Church,10,FALSE,0,68,68,Desperate Man,10,UCoas7UcXqImAc_XHz_lROGg,EricChurchVEVO,2139,4348,0,30969,Eric Church - Desperate Man (Official Music Video),sq93t3J4R5c,7615373
Dan + Shay,5,FALSE,82,69,69,Speechless,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2441,6743,0,157364,Dan + Shay - Speechless (Wedding Video),7UoP9ABJXGE,35137601
Old Dominion,15,FALSE,69,48,70,Hotel Key,10,UC3stcjnz8Co9IxVYMizqbYg,olddominionVEVO,581,2537,0,29240,Old Dominion - Hotel Key,qZIx9CRRSq8,9486046
NF,11,FALSE,71,62,71,Lie,10,UCI3H1FsjbdqGcLq93ZilV5g,NFVEVO,14504,13513,0,526782,NF - Lie (Audio),B1dmRjyN0CQ,68887294
Mitchell Tenpenny,9,FALSE,80,67,72,Drunk Me,10,UC7qPz_-prgjFyKGcnqJ9aKA,MitchellTenpennyVEVO,2068,5588,0,99237,Mitchell Tenpenny - Drunk Me,BiA-7xHM8zc,24828327
Lauren Daigle,13,FALSE,70,44,73,You Say,10,UCPJFvbf8tNE9-_aYgeXfdKA,Lauren Daigle,21299,14232,0,459481,Lauren Daigle - You Say (Official Music Video),sIaT8Jl2zpI,52127721
Kodak Black,2,FALSE,56,56,74,"If I'm Lyin, I'm Flyin",10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,20433,14833,0,429294,"Kodak Black - If I'm Lyin, I'm Flyin [Official Video]",zcWqllTtns4,35653473
Meek Mill Featuring Jeremih & PnB Rock,8,FALSE,84,75,75,Dangerous,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,5205,12853,0,253779,Meek Mill - Dangerous (feat. Jeremih & PnB Rock),stcIiJbwpio,31704253
Khalid,4,FALSE,87,45,76,Better,10,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,17939,25390,0,737383,Khalid - Better (Official Music Video),x3bfa3DZ8JM,96273763
Weezer,13,FALSE,67,51,77,Africa,10,UCeVb1p9-ZgbuNCDpITSfxVQ,TotoVEVO,141207,84899,0,1993845,Toto - Africa (Official Music Video),FTQbiNvZqaY,437498444
Lil Wayne,2,FALSE,14,14,78,Dedicate,26,UCFKE7WVJfvaHW5q283SxchA,Yoga With Adriene,1216,93,0,5260,Dedicate - Day 3 - Observe  |  Yoga With Adriene,vPgfotShE5s,187135
twenty one pilots,4,FALSE,0,50,79,Jumpsuit,10,UCBQZwaNPFfJ1gZ1fLZpAEGw,twenty one pilots,122829,31019,0,1268864,twenty one pilots - Jumpsuit (Official Video),UOUBW8bkjQ4,51795095
Lil Baby & Gunna,0,TRUE,0,80,80,Belly,10,UCApVgpSBW-oKTHNBz4w9Lrg,Belly,796,273,0,14368,Belly – Xion (Official Lyric Video),CXHsUyCbg34,576772
twenty one pilots,0,TRUE,0,81,81,My Blood,10,UCBQZwaNPFfJ1gZ1fLZpAEGw,twenty one pilots,45746,7775,0,694113,twenty one pilots - My Blood (Official Video),8mn-FFjIbo8,19913578
Shawn Mendes X Zedd,3,FALSE,99,64,82,Lost In Japan,10,UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,3740,220,0,63096,Shawn Mendes - Lost In Japan (Live From Dick Clark’s New Year’s Rockin’ Eve 2019),WqaHCJidrRE,468463
Calvin Harris & Sam Smith,8,FALSE,85,65,83,Promises,10,UCaHNFIob5Ixv74f5on3lvIw,CalvinHarrisVEVO,14358,33375,0,728081,"Calvin Harris, Sam Smith - Promises (Official Lyric Video)",dTQMd2I3drE,120888161
Charlie Puth,7,FALSE,77,61,84,The Way I Am,10,UCwppdrjsBPAZg5_cUwQjfMQ,Charlie Puth,45068,16369,0,681070,Charlie Puth - The Way I Am [Official Video],EQnk-h-LCpQ,36005240
French Montana Featuring Drake,3,FALSE,94,47,85,No Stylist,10,UCpmBpSoy6YQjcshNK6pSyIA,FrenchMontanaVEVO,23052,25521,0,677973,French Montana - No Stylist ft. Drake,9_k_goMr5ZI,76124095
Queen Naija,19,FALSE,89,45,86,Medicine,24,UCGsR5CVHh_T4nMLiKhfV7qg,Queen Naija,158283,43422,0,1346705,MEDICINE - QUEEN NAIJA  (OFFICIAL VIDEO),dc89yyOS0Z8,97878045
Jimmie Allen,4,FALSE,95,86,87,Best Shot,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,1488,3081,0,27098,Best Shot Ep 1 - “We All We Got” | Binge the series with YouTube Premium,NdkLOwYYfpA,9541559
Quavo,9,FALSE,91,52,88,W O R K I N  M E,10,UC5IkSn-EFsUu3XANYklXc8g,Quavo - Topic,95,3699,0,29887,WORKIN ME,k5V0bUHFnXc,2327078
Chris Young,6,FALSE,96,85,89,Hangin' On,10,UCzMUNug_h1DZD9FmEP-CJMw,ChrisYoungVEVO,679,2813,0,40556,Chris Young - Hangin' On (Official Video),CwKp6Xhy3_4,13655473
Yella Beezy,11,FALSE,88,69,90,That's On Me,10,UCO_coWOBvqu-Nn5_YoM7ONw,HalfpintFilmz,17403,55462,0,619956,Yella Beezy - That's On Me (Music Video) Shot By: @HalfpintFilmz,tCev_IcVxcU,109826630
Lil Wayne,2,FALSE,17,17,91,Can't Be Broken,10,UC1NLf51hTK1UQ_zFXyS54Ow,Jaymar Music,196,277,0,7574,Lil Wayne - Can't Be Broken,7Jb8BmXv0fc,606469
Daniel Caesar Featuring H.E.R.,12,FALSE,92,75,92,Best Part,24,UCUsgEUUY2w9c7Z5M4u2zdww,EscapeTracks,8839,11407,0,485749,Daniel Caesar - Best Part (feat. H.E.R.),iKk6_2-AAGc,61432997
Bradley Cooper,0,TRUE,0,93,93,Maybe It's Time,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,2085,1980,0,89838,Bradley Cooper - Maybe It's Time (A Star Is Born),RdljoTFMhO4,19730173
Flipp Dinero,4,FALSE,98,81,94,Leave Me Alone,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,28161,22429,0,742907,"Flipp Dinero ""Leave Me Alone"" (WSHH Exclusive - Official Music Video)",qu0CxX8GJj8,61549667
twenty one pilots,2,FALSE,0,79,95,Nico And The Niners,10,UCBQZwaNPFfJ1gZ1fLZpAEGw,twenty one pilots,66271,11183,0,820966,twenty one pilots - Nico And The Niners (Official Video),hMAPyGoqQVw,37994899
Chris Janson,7,FALSE,97,82,96,Drunk Girl,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Lil Baby,0,TRUE,0,97,97,Deep End,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Lil Baby & Gunna,0,TRUE,0,98,98,I Am,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,690,1520,0,35208,I Am,oLsSEfnxCSg,4882533
Luke Bryan,15,FALSE,83,35,99,"Sunrise, Sunburn, Sunset",10,UCteMJzhMoMh1-WN6d2u6NEg,LukeBryanVEVO,2893,6875,0,76426,"Luke Bryan - Sunrise, Sunburn, Sunset",8c08Oz8AovU,20270212
Lil Mosey,3,FALSE,0,83,100,Noticed,24,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,50439,26925,0,694738,Lil Mosey - Noticed (Dir. by @_ColeBennett_),nceqQyqIa5o,68405876
Maroon 5 Featuring Cardi B,19,FALSE,1,1,1,Girls Like You,10,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,457604,434555,0,11055460,Maroon 5 - Girls Like You ft. Cardi B,aJOTlE1K90k,1583587398
Lil Wayne Featuring Kendrick Lamar,0,TRUE,0,2,2,Mona Lisa,10,UC4IAZ3dowcXyvVYBx4hucSQ,Lil Wayne - Topic,8320,28303,0,225934,Mona Lisa,EmOoJme-uGQ,23162960
Juice WRLD,21,FALSE,2,2,3,Lucid Dreams,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,51030,25117,0,602075,Juice Wrld - Lucid Dreams (Lyrics),_fh64GbFSw4,86962904
Post Malone,23,FALSE,3,3,4,Better Now,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,30910,26196,0,1197672,Post Malone - Better Now,UYwF-jdcVjY,95462359
Lil Wayne Featuring XXXTENTACION,0,TRUE,0,5,5,Don't Cry,10,UCJN4c_lZorb_0eyIP_tSS3A,GunsNRosesVEVO,60445,65404,0,1472465,Guns N' Roses - Don't Cry (Official Music Video),zRIbf6JqkNc,501591732
Travis Scott,9,FALSE,6,4,6,Sicko Mode,10,UClRx3MMyYUyqOxyEqA5F2nQ,TravisScottVEVO,126988,103547,0,2102838,Travis Scott - SICKO MODE ft. Drake,6ONRf7h3Mdk,169191066
Lil Wayne,0,TRUE,0,7,7,Uproar,10,UCEOhcOACopL42xyOBIv1ekg,LilWayneVEVO,18257,12731,0,418379,Lil Wayne - Uproar ft. Swizz Beatz,GQ2juiyXk-s,24244936
5 Seconds Of Summer,18,FALSE,10,8,8,Youngblood,10,UClesqLjeKJd-dG8xLfzJyCQ,5SOSVEVO,35588,20520,0,836676,5 Seconds Of Summer - Youngblood (Official Video),#NAME?,58144788
Drake,14,FALSE,4,1,9,In My Feelings,10,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,246719,157112,0,3291993,Drake - In My Feelings,DRS_PpOrUZ4,171975781
Lil Wayne Featuring Travis Scott,0,TRUE,0,10,10,Let It Fly,10,UCtcMbx_6gNLCJjQpyLF67FQ,Fran WillMadeIt,130,198,0,2244,Lil Wayne – Let It Fly Ft. Travis Scott (The Carter V),RDKgqH5X78I,381848
"Cardi B, Bad Bunny & J Balvin",26,FALSE,7,1,11,I Like It,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,258281,376590,0,5689699,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",xTlNMmZKwpA,785809049
6ix9ine Featuring Nicki Minaj & Murda Beatz,11,FALSE,8,3,12,FEFE,10,UCF6jRAgCbSanHolKt0Vt6Qw,Tekashi 6ix9ine,474187,700103,0,5200935,"6ix9ine, Nicki Minaj, Murda Beatz - “FEFE” (Official Music Video)",V_MXGdSBbAI,572525859
Marshmello & Bastille,7,FALSE,15,13,13,Happier,10,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,213626,39980,0,2630911,Marshmello ft. Bastille - Happier (Official Music Video),m7Bc3pLyij0,127929833
Lil Wayne,0,TRUE,0,14,14,Dedicate,26,UCFKE7WVJfvaHW5q283SxchA,Yoga With Adriene,1216,93,0,5260,Dedicate - Day 3 - Observe  |  Yoga With Adriene,vPgfotShE5s,187135
Tyga Featuring Offset,19,FALSE,11,8,15,Taste,10,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,77565,181964,0,2934098,Tyga - Taste (Official Music Video) ft. Offset,LjxulQ1bEWg,514892475
Khalid & Normani,33,FALSE,12,9,16,Love Lies,24,UC4XJeGGdXj0vA4CxDDJ8J_A,Cakes & Eclairs,1224,910,0,30562,"Khalid, Normani - Love Lies (Lyrics)",FGa067-f_LI,3206409
Lil Wayne,0,TRUE,0,17,17,Can't Be Broken,10,UC1NLf51hTK1UQ_zFXyS54Ow,Jaymar Music,196,277,0,7574,Lil Wayne - Can't Be Broken,7Jb8BmXv0fc,606469
Kanye West & Lil Pump,4,FALSE,9,6,18,I Love It,10,UC6pjHMC4QXMi4llCCjtDXWg,Lil pump,557620,854562,0,4958600,"Kanye West & Lil Pump ft. Adele Givens - ""I Love It"" (Official Music Video)",cwQgjq0mCdE,372102830
Imagine Dragons,11,FALSE,14,14,19,Natural,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,29294,15110,0,858458,Imagine Dragons - Natural (Lyrics),V5M2WZiAy6k,66589856
Ella Mai,9,FALSE,18,18,20,Trip,10,UCdVlI3zsHhvKKH4OEQVHyHA,EllaMaiVEVO,24797,40863,0,717302,Ella Mai - Trip (Audio),JfGD75vHWrU,107759324
Ariana Grande,12,FALSE,20,8,21,God Is A Woman,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,426676,383141,0,3236367,Ariana Grande - God is a woman,kHLHSlExFis,187440186
Selena Gomez,21,FALSE,19,18,22,Back To You,10,UCNNxfgVzt-V3jVuRtNU83_g,MarsMusic,5395,5876,0,180372,Selena Gomez - Back to you (Lyrics),GNGbmg_pVlQ,28535162
Drake,14,FALSE,16,2,23,Nonstop,10,UCU6cE7pdJPc6DU2jSrKEsdQ,Drake - Topic,15907,49440,0,497691,Nonstop,XNpGNykVZ6U,77023834
Lil Wayne Featuring Sosamann,0,TRUE,0,24,24,What About Me,10,UCoUk9iNey2e-g3XtnaNGlQA,Mr Shades,429,469,0,37569,Lil Wayne - What About Me (Lyrics) Feat. Post Malone,KbkocSTcpBU,1198233
Lil Baby & Gunna,3,FALSE,25,25,25,Drip Too Hard,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,8120,21548,0,314615,Drip Too Hard,sqyNqxbCfO8,35782025
Lil Wayne Featuring Nicki Minaj,0,TRUE,0,26,26,Dark Side Of The Moon,28,UCRAVUb66pgQwf_ARvw529hA,Corsair TR,75,42,0,465,China Has Found Something On Dark Side Of The Moon! They Went Before NASA Does!,JgnxNjNla30,8573
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",0,TRUE,0,27,27,Taki Taki,10,UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,348251,492895,0,8521891,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B",ixkoVwKQaJg,839182288
Lady Gaga & Bradley Cooper,0,TRUE,0,28,28,Shallow,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,62909,43160,0,1762264,"Lady Gaga, Bradley Cooper - Shallow (A Star Is Born)",bo_efYhYU2A,179199522
"Benny Blanco, Halsey & Khalid",12,FALSE,27,27,29,Eastside,22,UCqrBKQHQVEvD2Q9FP0DCP2g,benny blanco,17583,46716,0,1247730,"benny blanco, Halsey & Khalid – Eastside (official video)",56WBK4ZK_cw,265764616
"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",10,FALSE,17,5,30,No Brainer,10,UCrFB54bqp8sda4udJyNswlA,DJKhaledVEVO,173006,155517,0,2329344,"DJ Khaled - No Brainer (Official Video) ft. Justin Bieber, Chance the Rapper, Quavo",kxloC1MKTpg,202737006
Lil Baby & Drake,21,FALSE,22,6,31,Yes Indeed,10,UCTwct4oAsyuyGxOtva0FcUg,FutureHype,16703,31698,0,501720,Drake & Lil Baby - Yes Indeed (Lyrics),AbEHRrq7xwU,98857049
"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",18,FALSE,26,16,32,Big Bank,10,UCIUKjjLfyf19Mr6Q_27GXlw,YGVEVO,35599,69715,0,974464,"YG - Big Bank ft. 2 Chainz, Big Sean, Nicki Minaj",z61GFxVD8K4,147454055
Ella Mai,27,FALSE,23,5,33,Boo'd Up,10,UCdVlI3zsHhvKKH4OEQVHyHA,EllaMaiVEVO,84883,136500,0,1904907,Ella Mai - Boo'd Up,6YNZlXfW6Ho,311429165
Eminem,3,FALSE,5,3,34,Killshot,10,UCfM3zsQsOnfWNUppiycmBuw,EminemMusic,720114,137920,0,4354098,KILLSHOT [Official Audio],FxQTY-W6GIo,218997360
Bebe Rexha & Florida Georgia Line,50,FALSE,30,2,35,Meant To Be,10,UC5-gWZXAQqSGVfPHkA7NRiQ,Bebe Rexha,80894,176554,0,2979785,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],zDo0H8Fm7d0,676172239
Lil Wayne Featuring Reginae Carter,0,TRUE,0,36,36,Famous,10,UChpJbg7zMbi5jx9Gdjaxa9g,KanyeWestVEVO,121477,464619,0,401340,Kanye West - Famous,p7FCgw_GlWc,35400779
Taylor Swift,30,FALSE,29,12,37,Delicate,10,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,198564,195002,0,2953077,Taylor Swift - Delicate,tCXGJQYZ9JA,317663815
Sheck Wes,6,FALSE,31,31,38,Mo Bamba,10,UCkHiy32HGV0qaB9nV9afdnQ,SheckWesVEVO,94391,72335,0,1676111,Sheck Wes - Mo Bamba,VWoIpDVkOH0,133117939
Lil Wayne Featuring Snoop Dogg,0,TRUE,0,39,39,Dope N****z,24,UCXHfXAWmPQHZKnd4L8miOkA,roccyslove,16,2,0,41,Lil Wayne- Dope N****z ft. Snoop Dogg (DOPE Reaction!!!),qph0K5wgL48,1482
Lil Peep & XXXTENTACION,3,FALSE,13,13,40,Falling Down,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
XXXTENTACION,31,FALSE,33,1,41,Sad!,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Lauv,34,FALSE,34,27,42,I Like Me Better,10,UCfLdIEPs1tYj4ieEdJnyNyw,Lauv,23151,20045,0,934911,Lauv - I Like Me Better [Official Audio],a7fzkqLozwA,125671786
Ariana Grande,24,FALSE,32,3,43,No Tears Left To Cry,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,353685,273633,0,5334323,Ariana Grande - no tears left to cry,ffxKSjUwKdU,699136922
Post Malone Featuring Ty Dolla $ign,32,FALSE,35,1,44,Psycho,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,98003,142194,0,3200833,Post Malone - Psycho ft. Ty Dolla $ign,au2n7VVGv_c,474165655
Bebe Rexha,12,FALSE,36,36,45,I'm A Mess,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,30291,10449,0,379542,Bebe Rexha - I'm A Mess (Lyrics),qhSds5jPnFo,49160091
"Zedd, Maren Morris & Grey",36,FALSE,37,5,46,The Middle,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,57307,45683,0,953950,"Zedd, Grey - The Middle (Lyrics) ft. Maren Morris",xQzS3JnZQZM,219176493
Lil Wayne,0,TRUE,0,47,47,Open Letter,10,UCRRxSTgPUY0q_YToaczc2BQ,Roadrunner Records,1404,760,0,27746,The Amity Affliction - Open Letter [OFFICIAL VIDEO],Yxx_JdoOGB8,4745529
lovelytheband,12,FALSE,41,41,48,Broken,10,UCkRP-4rl0ylPU11jmdBvXmg,lovelythebandVEVO,5485,6964,0,185552,lovelytheband - broken (official video),qr1-WpWOUk8,17126680
Panic! At The Disco,9,FALSE,46,46,49,High Hopes,10,UColJTBTSGqaaZr5NOk5r3Pg,Panic! At The Disco,81776,32811,0,1534357,Panic! At The Disco - High Hopes (Official Video),IPXIgEAGe4U,109815372
Dan + Shay,30,FALSE,44,21,50,Tequila,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2375,8231,0,141969,Dan + Shay - Tequila (Icon Video),9j8afmT-bLM,36041803
Gucci Mane X Bruno Mars X Kodak Black,3,FALSE,38,30,51,Wake Up In The Sky,10,UCSugZEYrWbzqIWGD195V-YA,OfficialGucciMane,63824,65795,0,1556610,"Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]",U68MJz9DrI4,122821479
Bazzi Featuring Camila Cabello,9,FALSE,43,42,52,Beautiful,10,UCKI6DNZu8-X5VWI0FEEYCTA,Bazzi,28989,21842,0,977136,Bazzi feat. Camila Cabello - Beautiful (Official Video),Uk1hv6h7O1Y,69932756
Florida Georgia Line,18,FALSE,42,32,53,Simple,10,UCOnoQYeFSfH0nsYv0M4gYdg,FlaGeorgiaLineVEVO,3794,10620,0,132361,Florida Georgia Line - Simple (Lyric Version),TuTDc9d_9yI,31436733
Lil Uzi Vert,3,FALSE,24,24,54,New Patek,22,UCqwxMqUcL-XC3D9-fTP93Mg,LIL UZI VERT,36942,23736,0,508525,Lil Uzi Vert - New Patek [Official Audio],PczuoZJ-PtM,45142815
Eminem Featuring Joyner Lucas,5,FALSE,28,6,55,Lucky You,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Kodak Black,0,TRUE,0,56,56,"If I'm Lyin, I'm Flyin",10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,20433,14833,0,429294,"Kodak Black - If I'm Lyin, I'm Flyin [Official Video]",zcWqllTtns4,35653473
Lil Wayne,0,TRUE,0,57,57,Problems,10,UCZCtgYHcNe944o9cca11Y9g,6LACKVEVO,21681,41647,0,1071244,6LACK - Prblms (Official Video),fS9m0Ac8PCU,129760720
Luke Combs,8,FALSE,48,48,58,She Got The Best Of Me,10,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,3338,6448,0,131981,Luke Combs - She Got the Best of Me,a2a9fgPI_PI,27776708
Lil Wayne,0,TRUE,0,59,59,Hittas,1,UCeR0UNclF08GNmOACR34URA,Maxx Pain,630,855,0,7765,My Hittas The Movie [Full Movie] (1080 HD) (CC),KuCtXFOK5QU,1734052
Russell Dickerson,7,FALSE,52,52,60,Blue Tacoma,10,UCXjV0qDVxiY1ZlvkXt_Y6tA,RusselledVEVO,1396,2481,0,41221,Russell Dickerson - Blue Tacoma,eHTiEn72SOA,14383000
Cardi B Featuring Kehlani,11,FALSE,49,28,61,Ring,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,69007,66026,0,1290543,Cardi B - Ring (feat. Kehlani) [Official Video],kcRWyLMVrFM,108873291
Lil Wayne,0,TRUE,0,62,62,Open Safe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Bryce Vine,8,FALSE,51,46,63,Drew Barrymore,10,UCHQE-c1JX7Io3zcXgXBQKlw,Bryce Vine,6932,11962,0,220981,Bryce Vine - Drew Barrymore [Official Music Video],kudi8OtMu9s,30614075
Lil' Duval Featuring Snoop Dogg & Ball Greezy,6,FALSE,56,56,64,Smile (Living My Best Life),10,UCAi1m77yjFzAC7Ocak2i8tA,LilDuvalVEVO,10291,15236,0,296687,"Lil Duval - Smile (Living My Best Life) (Official Video) ft. Snoop Dogg, Ball Greezy",QFFdSR6U_kc,25229919
Lil Wayne,0,TRUE,0,65,65,Took His Time,10,UCW1zA5XEwf8WeNRax1lEWsA,Sick Rhymes,18,33,0,315,Lil Wayne - Took His Time (Full Song) (Tha Carter V),TlJahI3yzpY,54388
Tiesto & Dzeko Featuring Preme & Post Malone,13,FALSE,54,52,66,Jackie Chan,10,UCO59y9XJIJZS5i86lUOvMGA,TiestoVEVO,16760,33024,0,927739,Tiësto & Dzeko ft. Preme & Post Malone - Jackie Chan (Official Lyric Video),6DaL-Z4dwzI,108894313
Weezer,12,FALSE,55,51,67,Africa,10,UCeVb1p9-ZgbuNCDpITSfxVQ,TotoVEVO,141207,84899,0,1993848,Toto - Africa (Official Music Video),FTQbiNvZqaY,437499567
Ariana Grande,7,FALSE,58,22,68,Breathin,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,95748,42888,0,1886514,Ariana Grande - breathin,kN0iD0pI3o0,68562417
Old Dominion,14,FALSE,50,48,69,Hotel Key,10,UC3stcjnz8Co9IxVYMizqbYg,olddominionVEVO,581,2537,0,29240,Old Dominion - Hotel Key,qZIx9CRRSq8,9486046
Lauren Daigle,12,FALSE,53,44,70,You Say,10,UCPJFvbf8tNE9-_aYgeXfdKA,Lauren Daigle,21299,14232,0,459483,Lauren Daigle - You Say (Official Music Video),sIaT8Jl2zpI,52128034
NF,10,FALSE,62,62,71,Lie,10,UCI3H1FsjbdqGcLq93ZilV5g,NFVEVO,14504,13513,0,526782,NF - Lie (Audio),B1dmRjyN0CQ,68887294
Kane Brown,12,FALSE,63,61,72,Lose It,10,UCsEj8E122ibbJetQe8BoV7g,KaneBrownVEVO,7250,11621,0,177098,Kane Brown - Lose It (Official Music Video),Z8nkc2KKjd8,41528903
Cole Swindell,13,FALSE,60,49,73,Break Up In The End,10,UCot3LeHcLzvWproxs3rNZTQ,Cole Swindell,1350,4819,0,76195,"Cole Swindell - ""Break Up In The End"" (Official Music Video)",NhTulKznx_Y,21520607
Lil Wayne,0,TRUE,0,74,74,Mess,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,30291,10449,0,379543,Bebe Rexha - I'm A Mess (Lyrics),qhSds5jPnFo,49160091
Lil Wayne,0,TRUE,0,75,75,Let It All Work Out,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Lil Wayne Featuring Ashanti & Mack Maine,0,TRUE,0,76,76,Start This S**t Off Right,22,UCcso26n0J2DedT9Owz4tUOw,Marc Delyric Music,1,1,0,12,LIL WAYNE - START THIS S**T OFF RIGHT (CARTER V) PIANO TUTORIAL,#NAME?,244
Charlie Puth,6,FALSE,61,61,77,The Way I Am,10,UCwppdrjsBPAZg5_cUwQjfMQ,Charlie Puth,45068,16369,0,681071,Charlie Puth - The Way I Am [Official Video],EQnk-h-LCpQ,36005240
Lil Wayne,0,TRUE,0,78,78,Used 2,10,UCeTDWSJawSuNbBEURTC6w_A,2ChainzVEVO,7450,7040,0,108743,2 Chainz - Used 2 (Explicit),oQEhmT7AJ44,19633565
Machine Gun Kelly,4,FALSE,40,13,79,Rap Devil,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,624602,992257,0,1990448,"Machine Gun Kelly ""Rap Devil"" (Eminem Diss) (WSHH Exclusive - Official Music Video)",Fp0BScQSSvg,182644645
Mitchell Tenpenny,8,FALSE,67,67,80,Drunk Me,10,UC7qPz_-prgjFyKGcnqJ9aKA,MitchellTenpennyVEVO,2068,5588,0,99237,Mitchell Tenpenny - Drunk Me,BiA-7xHM8zc,24828327
Lil Wayne,0,TRUE,0,81,81,Demon,10,UC-HdUv9raXDX4Ol4Wqf1yDQ,Lightning_Rider,64498,27808,0,935334,Demons - Imagine Dragons,GFQYaoiIFh8,231657186
Dan + Shay,4,FALSE,77,77,82,Speechless,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2441,6743,0,157364,Dan + Shay - Speechless (Wedding Video),7UoP9ABJXGE,35137601
