Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,categoryId,channelId,channelTitle,commentCount,dislikeCount,favoriteCount,likeCount,title,videoId,viewCount
"Benny Blanco, Halsey & Khalid",21,FALSE,18,17,18,Eastside,22,UCqrBKQHQVEvD2Q9FP0DCP2g,benny blanco,17583,46715,0,1247693,"benny blanco, Halsey & Khalid – Eastside (official video)",56WBK4ZK_cw,265753152
Gucci Mane X Bruno Mars X Kodak Black,12,FALSE,15,14,19,Wake Up In The Sky,10,UCSugZEYrWbzqIWGD195V-YA,OfficialGucciMane,63805,65786,0,1556542,"Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]",U68MJz9DrI4,122810820
Meek Mill Featuring Rick Ross & JAY-Z,0,TRUE,0,20,20,What's Free,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,17851,7070,0,153727,Meek Mill - What's Free feat. Rick Ross & Jay Z [Official Audio],FpNWvxE9nXY,13566330
Brenda Lee,24,FALSE,23,14,21,Rockin' Around The Christmas Tree,10,UCy5_VL5roz50uWRKR7_gVyw,Lizz Coatsworth,2109,5321,0,100615,Rockin' Around The Christmas Tree Lyrics,t3HJgCcSUqQ,27733590
Burl Ives,7,FALSE,26,22,22,A Holly Jolly Christmas,10,UCPKd8Yub6iTTsA5L4_CXsPg,mollyrocks516,3040,1758,0,33871,Holly Jolly Christmas Lyrics - Burl Ives,nVMCUtsmWmQ,10432107
Ella Mai,18,FALSE,16,11,23,Trip,10,UCdVlI3zsHhvKKH4OEQVHyHA,EllaMaiVEVO,24797,40862,0,717299,Ella Mai - Trip (Audio),JfGD75vHWrU,107758263
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",10,FALSE,22,11,24,Taki Taki,10,UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,348214,492875,0,8521613,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B",ixkoVwKQaJg,839121611
Bad Bunny Featuring Drake,8,FALSE,19,5,25,MIA,10,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,151268,218159,0,3666657,Bad Bunny feat. Drake - Mia ( Video Oficial ),OSUxrSe5GbI,477599601
Bobby Helms,22,FALSE,33,26,26,Jingle Bell Rock,10,UCHvLu7FSnrBPzQYDMQY9nzw,craddock124,14831,11540,0,163667,Jingle Bell Rock- Lyrics,XpxNNalLTB4,59918761
Khalid & Normani,42,FALSE,20,9,27,Love Lies,24,UC4XJeGGdXj0vA4CxDDJ8J_A,Cakes & Eclairs,1224,910,0,30559,"Khalid, Normani - Love Lies (Lyrics)",FGa067-f_LI,3205900
Cardi B,7,FALSE,24,13,28,Money,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,111491,52575,0,1145028,Cardi B - Money [Official Music Video],zUOh09GoQgk,27693624
Nat King Cole,14,FALSE,39,29,29,The Christmas Song (Merry Christmas To You),10,UCirPLQsYtHWBmalEbX1LcAA,Nat King Cole - Topic,20,45,0,657,The Christmas Song (Merry Christmas To You),n33TqJnQLCw,109899
Meek Mill Featuring Cardi B,0,TRUE,0,30,30,On Me,10,UCO_coWOBvqu-Nn5_YoM7ONw,HalfpintFilmz,17403,55462,0,619955,Yella Beezy - That's On Me (Music Video) Shot By: @HalfpintFilmz,tCev_IcVxcU,109826234
Meek Mill Featuring Jeremih & PnB Rock,16,FALSE,48,31,31,Dangerous,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,5200,12852,0,253766,Meek Mill - Dangerous (feat. Jeremih & PnB Rock),stcIiJbwpio,31703584
Flipp Dinero,12,FALSE,27,27,32,Leave Me Alone,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,28161,22429,0,742886,"Flipp Dinero ""Leave Me Alone"" (WSHH Exclusive - Official Music Video)",qu0CxX8GJj8,61546987
Khalid,12,FALSE,29,29,33,Better,10,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,17939,25388,0,737345,Khalid - Better (Official Music Video),x3bfa3DZ8JM,96267245
Wham!,6,FALSE,43,34,34,Last Christmas,10,UCm1QnxCbcLB8fQwoTDk39iQ,WhamVEVO,145961,84651,0,1630870,Wham! - Last Christmas (Official Music Video),E8gmARGvPlI,427905589
Imagine Dragons,20,FALSE,25,13,35,Natural,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,29294,15110,0,858442,Imagine Dragons - Natural (Lyrics),V5M2WZiAy6k,66587067
Gene Autry,0,TRUE,0,36,36,Rudolph The Red-Nosed Reindeer,10,UCJagnEd7x6lGDKrBbzqruDw,Scenario,19409,30598,0,252827,Rudolph The Red Nosed Reindeer(Lyrics),0byH9h1ClBY,111324523
Bazzi Featuring Camila Cabello,18,FALSE,30,30,37,Beautiful,10,UCKI6DNZu8-X5VWI0FEEYCTA,Bazzi,28989,21842,0,977104,Bazzi feat. Camila Cabello - Beautiful (Official Video),Uk1hv6h7O1Y,69929129
Lady Gaga & Bradley Cooper,10,FALSE,28,5,38,Shallow,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,62909,43155,0,1762192,"Lady Gaga, Bradley Cooper - Shallow (A Star Is Born)",bo_efYhYU2A,179183896
Meek Mill Featuring Fabolous & Anuel AA,0,TRUE,0,39,39,Uptown Vibes,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,5918,2449,0,92611,Meek Mill -  Uptown Vibes ft. Fabolous & Anuel AA (Official Audio),r3HCilj6KYM,5911512
Dan + Shay,13,FALSE,38,33,40,Speechless,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2441,6743,0,157359,Dan + Shay - Speechless (Wedding Video),7UoP9ABJXGE,35137363
Dean Martin,0,TRUE,0,41,41,"Let It Snow, Let It Snow, Let It Snow",10,UCBnQXCJ9odFrWv9Xf-_durA,Kyle Wolfreys,23905,11548,0,263656,Dean Martin - Let it Snow!,mN7LW0Y00kE,111888817
"Cardi B, Bad Bunny & J Balvin",35,FALSE,31,1,42,I Like It,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,258281,376584,0,5689633,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",xTlNMmZKwpA,785799516
6ix9ine Featuring Nicki Minaj & Kanye West,2,FALSE,58,43,43,MAMA,10,UCYore7kfhcJYO_gSpN_KJKQ,6ix9ine - Topic,13115,7310,0,184719,"MAMA (feat. Nicki Minaj, Kanye West)",wPhLt1zlCik,12283964
6ix9ine Featuring Tory Lanez,2,FALSE,59,44,44,KIKA,10,UCYore7kfhcJYO_gSpN_KJKQ,6ix9ine - Topic,7968,3642,0,157070,KIKA (feat. Tory Lanez),TkQfpEfqQkA,12623792
lovelytheband,21,FALSE,32,29,45,Broken,10,UCkRP-4rl0ylPU11jmdBvXmg,lovelythebandVEVO,5485,6964,0,185548,lovelytheband - broken (official video),qr1-WpWOUk8,17126356
Lil Baby,0,TRUE,0,46,46,Pure Cocaine,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,1270,5067,0,105427,Pure Cocaine,JJQkP4bqbyg,10281949
Tyga Featuring Offset,28,FALSE,35,8,47,Taste,10,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,77565,181959,0,2934060,Tyga - Taste (Official Music Video) ft. Offset,LjxulQ1bEWg,514881055
Ariana Grande,21,FALSE,34,8,48,God Is A Woman,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,426676,383139,0,3236349,Ariana Grande - God is a woman,kHLHSlExFis,187436911
Luke Combs,17,FALSE,42,34,49,She Got The Best Of Me,10,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,3338,6447,0,131978,Luke Combs - She Got the Best of Me,a2a9fgPI_PI,27775817
Lil Wayne,10,FALSE,40,7,50,Uproar,10,UCEOhcOACopL42xyOBIv1ekg,LilWayneVEVO,18257,12731,0,418364,Lil Wayne - Uproar ft. Swizz Beatz,GQ2juiyXk-s,24243173
6ix9ine Featuring A Boogie Wit da Hoodie,2,FALSE,71,51,51,WAKA,10,UCYore7kfhcJYO_gSpN_KJKQ,6ix9ine - Topic,7886,3135,0,121471,WAKA (feat. A Boogie Wit da Hoodie),EKIpEwC0aLo,11278790
6ix9ine Featuring Nicki Minaj & Murda Beatz,20,FALSE,36,3,52,FEFE,10,UCF6jRAgCbSanHolKt0Vt6Qw,Tekashi 6ix9ine,474183,700098,0,5200885,"6ix9ine, Nicki Minaj, Murda Beatz - “FEFE” (Official Music Video)",V_MXGdSBbAI,572515231
6ix9ine Featuring Lil Baby,2,FALSE,62,53,53,TIC TOC,10,UCYore7kfhcJYO_gSpN_KJKQ,6ix9ine - Topic,6133,3141,0,126238,TIC TOC (feat. Lil Baby),hlEYBlQ4c8w,9827418
Meek Mill Featuring Ella Mai,0,TRUE,0,54,54,24/7,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,1804,2222,0,75943,Meek Mill - 24/7 feat. Ella Mai [Official Audio],BNy4hbCvbVo,7279686
Meek Mill,0,TRUE,0,55,55,Intro,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,6811,2948,0,102584,Meek Mill - Intro (Official Video),OHy3_fN2niU,6352058
Mitchell Tenpenny,17,FALSE,53,53,56,Drunk Me,10,UC7qPz_-prgjFyKGcnqJ9aKA,MitchellTenpennyVEVO,2068,5587,0,99235,Mitchell Tenpenny - Drunk Me,BiA-7xHM8zc,24827769
Meek Mill,0,TRUE,0,57,57,Respect The Game,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,1239,1002,0,30819,Meek Mill - Respect The Game [Official Audio],D3BHlRlQeyA,3595553
Cardi B Featuring Kehlani,20,FALSE,47,28,58,Ring,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,69007,66024,0,1290530,Cardi B - Ring (feat. Kehlani) [Official Video],kcRWyLMVrFM,108871352
Jimmie Allen,12,FALSE,49,46,59,Best Shot,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,1488,3081,0,27098,Best Shot Ep 1 - “We All We Got” | Binge the series with YouTube Premium,NdkLOwYYfpA,9541559
Nicki Minaj Featuring Lil Wayne,0,TRUE,0,60,60,Good Form,10,UCaum3Yzdl3TbBt8YUeUGZLQ,NickiMinajAtVEVO,144731,126117,0,1271038,Nicki Minaj - Good Form ft. Lil Wayne,M8GX0cZ-xtw,67792508
Meek Mill,0,TRUE,0,61,61,Trauma,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,4943,2118,0,62726,Meek Mill - Trauma (Official Video),DU2FWrxiGcI,3071399
Lil Baby Featuring Meek Mill,0,TRUE,0,62,62,Time,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,563,1589,0,32402,Time,01nisKOtpsU,3987342
Ski Mask The Slump God Featuring Juice WRLD,0,TRUE,0,63,63,Nuketown,10,UC08lkzw56nPfKmNwh9ZXx6Q,Ski Mask the Slump God - Topic,14340,5207,0,164442,Nuketown,zhiLDRojF84,9625629
Kodak Black,0,TRUE,0,64,64,Calling My Spirit,10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,16848,9637,0,281922,Kodak Black - Calling My Spirit [Official Music Video],ppSY98RGyBU,19688588
NF,19,FALSE,51,48,65,Lie,10,UCI3H1FsjbdqGcLq93ZilV5g,NFVEVO,14504,13513,0,526776,NF - Lie (Audio),B1dmRjyN0CQ,68886604
Lil Baby Featuring Gunna,0,TRUE,0,66,66,Ready,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,489,1699,0,32405,Ready,lVou8NAcY7U,3893704
Mark Ronson Featuring Miley Cyrus,0,TRUE,0,67,67,Nothing Breaks Like A Heart,10,UCmfFGTSsfJVu6CGvL8r75qg,MarkRonsonVEVO,257,71,0,6997,Nothing Breaks Like a Heart (Acoustic Version) [Audio],ykiwbVaxvNc,76737
Billie Eilish,7,FALSE,52,52,68,When The Party's Over,10,UCDGmojLIoWpXok597xYo8cg,BillieEilishVEVO,127569,69974,0,2837520,Billie Eilish - when the party's over,pbMwTqkKSps,114945992
Lauren Daigle,21,FALSE,60,44,69,You Say,10,UCPJFvbf8tNE9-_aYgeXfdKA,Lauren Daigle,21299,14230,0,459481,Lauren Daigle - You Say (Official Music Video),sIaT8Jl2zpI,52126569
Meek Mill,0,TRUE,0,70,70,Championships,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,1484,787,0,25599,Meek Mill - Championships [Official Audio],4r-XWYs4rBY,2701330
Shawn Mendes X Zedd,11,FALSE,56,48,71,Lost In Japan,10,UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,3740,220,0,63061,Shawn Mendes - Lost In Japan (Live From Dick Clark’s New Year’s Rockin’ Eve 2019),WqaHCJidrRE,467518
Meek Mill Featuring Kodak Black,0,TRUE,0,72,72,Tic Tac Toe,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,896,717,0,28829,Meek Mill - Tic Tac Toe feat. Kodak Black [Official Audio],6RF-6yjsgoY,2511111
Meek Mill,0,TRUE,0,73,73,Almost Slipped,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,870,839,0,24588,Meek Mill - Almost Slipped [Official Audio],5PJvbZOz7hI,2719264
XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,6,FALSE,57,28,74,Arms Around You,10,UC6pjHMC4QXMi4llCCjtDXWg,Lil pump,207072,64002,0,2365381,"XXXTENTACION & Lil Pump ft. Maluma & Swae Lee  - ""Arms Around You"" (Official Music Video)",tLNOce4Y4uc,102976109
XXXTENTACION,4,FALSE,54,16,75,BAD!,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,259192,32242,0,2262742,XXXTENTACION - BAD! (Audio),P1t9T1TAOBI,62779917
Juice WRLD,4,FALSE,55,44,76,Armed And Dangerous,24,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,48247,18246,0,572607,Juice WRLD - Armed & Dangerous (Dir. by @_ColeBennett_),cr82wSBZeeQ,49022919
"Meek Mill Featuring Future, Roddy Ricch & Young Thug",0,TRUE,0,77,77,Splash Warning,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,709,570,0,15162,"Meek Mill - Splash Warning feat. Future, Roddy Ricch & Young Thug [Official Audio]",hgJJ3hwdtiM,1439728
Meek Mill Featuring 21 Savage,0,TRUE,0,78,78,Pay You Back,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,1285,1049,0,32401,Meek Mill - Pay You Back feat. 21 Savage [Official Audio],OrGPt-Q-uOc,3336978
Dean Lewis,6,FALSE,65,65,79,Be Alright,10,UC0aXGG4J16PmxgZo10Nzk6A,Gold Coast Music,5106,4487,0,248067,Dean Lewis - Be Alright (Lyrics),OymVgai_PVg,30048517
Yella Beezy,19,FALSE,67,56,80,That's On Me,10,UCO_coWOBvqu-Nn5_YoM7ONw,HalfpintFilmz,17403,55462,0,619955,Yella Beezy - That's On Me (Music Video) Shot By: @HalfpintFilmz,tCev_IcVxcU,109826234
Ski Mask The Slump God,0,TRUE,0,81,81,Foot Fungus,10,UC08lkzw56nPfKmNwh9ZXx6Q,Ski Mask the Slump God - Topic,4062,2549,0,78878,Foot Fungus,jEQItW0KxZc,5498562
Lil Baby,0,TRUE,0,82,82,Crush A Lot,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,490,1451,0,34536,Crush A Lot,vM74hEoY9EA,3878134
Tory Lanez & Rich The Kid,6,FALSE,75,72,83,Talk To Me,10,UCM6P55dIrGsEXpDoSplrtOg,ToryLanezVEVO,6561,9976,0,264659,"Tory Lanez, Rich The Kid - TAlk tO Me",v-KX9i3EB3g,30841643
Lil Baby,9,FALSE,63,28,84,Close Friends,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,13423,24032,0,501285,Close Friends,Mr1cw_Cc7jc,64643819
Meek Mill,0,TRUE,0,85,85,Oodles O' Noodles Babies,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,3143,876,0,43404,Meek Mill - Oodles O'Noodles Babies (Official Lyric Video),2KwJ_Cb3mYU,2094025
Pardison Fontaine Featuring Cardi B,8,FALSE,76,65,86,Backin' It Up,10,UCtoUQvukM3Vqqjk3pORmH5w,Pardison Fontaine,25853,35222,0,593462,Pardison Fontaine - Backin' It Up (feat. Cardi B) [Official Video],hDfsD6G8E_g,60365049
The Chainsmokers Featuring Kelsea Ballerini,8,FALSE,82,73,87,This Feeling,10,UCRzzwLpLiUNIs6YOPe33eMg,ChainsmokersVEVO,13900,19928,0,723338,The Chainsmokers - This Feeling ft. Kelsea Ballerini (Lyric Video),YuPzpoC3QNc,93126343
Future & Juice WRLD,7,FALSE,64,26,88,Fine China,10,UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,9260,5683,0,189435,"Future, Juice WRLD - Fine China (Audio)",e1KmvsLwmVc,18488529
6ix9ine Featuring Bobby Shmurda,9,FALSE,61,25,89,STOOPID,10,UCF6jRAgCbSanHolKt0Vt6Qw,Tekashi 6ix9ine,146514,154404,0,1882893,6IX9INE - STOOPID FT. BOBBY SHMURDA (Official Music Video),VDa5iGiPgGs,129694925
Dierks Bentley Featuring Brothers Osborne,7,FALSE,74,69,90,Burning Man,10,UC5ZwMsa284NNp0fVLiG2rOw,DierksBentleyVEVO,598,2102,0,29150,Dierks Bentley - Burning Man ft. Brothers Osborne,2hp7Lotbmgs,7255312
Lil Baby,0,TRUE,0,91,91,Global,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,453,1689,0,24623,Global,bTZcEUm6nYE,3243764
Lil' Duval Featuring Snoop Dogg & Ball Greezy,15,FALSE,68,56,92,Smile (Living My Best Life),10,UCAi1m77yjFzAC7Ocak2i8tA,LilDuvalVEVO,10291,15236,0,296685,"Lil Duval - Smile (Living My Best Life) (Official Video) ft. Snoop Dogg, Ball Greezy",QFFdSR6U_kc,25229683
Ellie Goulding X Diplo Featuring Swae Lee,3,FALSE,100,93,93,Close To Me,10,UCvu362oukLMN1miydXcLxGg,EllieGouldingVEVO,9764,15579,0,353740,"Ellie Goulding, Diplo, Swae Lee - Close To Me (Official Video)",ajN57m_OSpY,34961854
Camila Cabello,5,FALSE,77,77,94,Consequences,10,UCk0wwaFCIkxwSfi6gpRqQUw,CamilaCabelloVEVO,46274,12932,0,1045791,Camila Cabello - Consequences (orchestra),k73EBmeJ950,30200199
French Montana Featuring Drake,11,FALSE,73,47,95,No Stylist,10,UCpmBpSoy6YQjcshNK6pSyIA,FrenchMontanaVEVO,23052,25519,0,677954,French Montana - No Stylist ft. Drake,9_k_goMr5ZI,76119470
Dustin Lynch,4,FALSE,81,81,96,Good Girl,10,UCaU8RSp5uK-KrLw8D7JQGyQ,DustinLynchVEVO,429,938,0,24900,Dustin Lynch - Good Girl,cPLctS4kqk8,4509655
Anuel AA & Romeo Santos,5,FALSE,84,79,97,Ella Quiere Beber,10,UC05eluGxsI8_xf5uRC-J26Q,AnuelVEVO,38604,71781,0,1301881,Anuel AA - Ella Quiere Beber (Remix) ft. Romeo Santos,0w3XwPVxcsw,198459900
Lil Baby,0,TRUE,0,98,98,Word On The Street,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,434,1089,0,28059,Word On The Street,ehkEnp-ywT0,2934873
Thomas Rhett,4,FALSE,88,87,99,Sixteen,10,UCGHi_s4RrqUh4hsS4mLbiPg,ThomasRhettVEVO,1217,2664,0,49817,Thomas Rhett - Sixteen (Lyric Video),nPYRBsGMKOU,11108695
Jacquees,2,FALSE,90,90,100,You,10,UCMt-n4RshYvkUVCZ69NB7uw,JacqueesVEVO,6360,8817,0,248325,Jacquees - You,#NAME?,19742444
Travis Scott,17,FALSE,2,1,1,Sicko Mode,10,UClRx3MMyYUyqOxyEqA5F2nQ,TravisScottVEVO,126968,103543,0,2102770,Travis Scott - SICKO MODE ft. Drake,6ONRf7h3Mdk,169184919
Ariana Grande,4,FALSE,1,1,2,"Thank U, Next",10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,663016,357699,0,8120180,"Ariana Grande - thank u, next",gl1aHhXnN1k,231733155
Marshmello & Bastille,15,FALSE,3,3,3,Happier,10,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,213626,39980,0,2630832,Marshmello ft. Bastille - Happier (Official Music Video),m7Bc3pLyij0,127921605
Halsey,8,FALSE,4,4,4,Without Me,10,UCm3FgJ2Hqm7tb70T-GfwXVA,HalseyVEVO,37929,25356,0,1157257,Halsey - Without Me,ZAfAud_M_mg,61464289
Panic! At The Disco,17,FALSE,6,5,5,High Hopes,10,UColJTBTSGqaaZr5NOk5r3Pg,Panic! At The Disco,81771,32808,0,1534260,Panic! At The Disco - High Hopes (Official Video),IPXIgEAGe4U,109792439
Sheck Wes,14,FALSE,7,6,6,Mo Bamba,10,UCkHiy32HGV0qaB9nV9afdnQ,SheckWesVEVO,94391,72332,0,1676044,Sheck Wes - Mo Bamba,VWoIpDVkOH0,133111597
Kodak Black Featuring Travis Scott & Offset,7,FALSE,10,2,7,ZEZE,10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,91191,67280,0,1573886,Kodak Black - ZEZE (feat. Travis Scott & Offset) [Official Audio],mjaayCARwro,146080436
Lil Baby & Gunna,11,FALSE,9,4,8,Drip Too Hard,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,8120,21545,0,314603,Drip Too Hard,sqyNqxbCfO8,35781026
Maroon 5 Featuring Cardi B,27,FALSE,8,1,9,Girls Like You,10,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,457596,434543,0,11055256,Maroon 5 - Girls Like You ft. Cardi B,aJOTlE1K90k,1583535390
Juice WRLD,29,FALSE,5,2,10,Lucid Dreams,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,51030,25117,0,602065,Juice Wrld - Lucid Dreams (Lyrics),_fh64GbFSw4,86961864
Post Malone,31,FALSE,11,3,11,Better Now,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,30910,26195,0,1197631,Post Malone - Better Now,UYwF-jdcVjY,95456192
5 Seconds Of Summer,26,FALSE,12,7,12,Youngblood,10,UClesqLjeKJd-dG8xLfzJyCQ,5SOSVEVO,35588,20519,0,836665,5 Seconds Of Summer - Youngblood (Official Video),#NAME?,58143316
Ariana Grande,15,FALSE,13,13,13,Breathin,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,95748,42887,0,1886493,Ariana Grande - breathin,kN0iD0pI3o0,68558798
Mariah Carey,26,FALSE,29,9,14,All I Want For Christmas Is You,10,UClS0wn3LPs9jdX_yt2g1k8w,MariahCareyVEVO,175093,113578,0,2257748,Mariah Carey - All I Want For Christmas Is You,yXQViqx6GMY,535714390
Gucci Mane X Bruno Mars X Kodak Black,11,FALSE,14,14,15,Wake Up In The Sky,10,UCSugZEYrWbzqIWGD195V-YA,OfficialGucciMane,63810,65786,0,1556550,"Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]",U68MJz9DrI4,122810820
Ella Mai,17,FALSE,15,11,16,Trip,10,UCdVlI3zsHhvKKH4OEQVHyHA,EllaMaiVEVO,24797,40863,0,717299,Ella Mai - Trip (Audio),JfGD75vHWrU,107758263
Post Malone & Swae Lee,6,FALSE,16,9,17,Sunflower (Spider-Man: Into The Spider-Verse),10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,78683,44638,0,1978033,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)",ApXoWvfEYVU,163298552
"Benny Blanco, Halsey & Khalid",20,FALSE,17,17,18,Eastside,22,UCqrBKQHQVEvD2Q9FP0DCP2g,benny blanco,17583,46715,0,1247698,"benny blanco, Halsey & Khalid – Eastside (official video)",56WBK4ZK_cw,265753152
Bad Bunny Featuring Drake,7,FALSE,18,5,19,MIA,10,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,151268,218159,0,3666668,Bad Bunny feat. Drake - Mia ( Video Oficial ),OSUxrSe5GbI,477603826
Khalid & Normani,41,FALSE,19,9,20,Love Lies,24,UC4XJeGGdXj0vA4CxDDJ8J_A,Cakes & Eclairs,1224,910,0,30559,"Khalid, Normani - Love Lies (Lyrics)",FGa067-f_LI,3205900
Andy Williams,6,FALSE,0,21,21,It's The Most Wonderful Time Of The Year,22,UCR-8egBOyVbj_bYXBkv43Ug,claudettecolbert60,7126,3397,0,74443,Andy Williams - It's The Most Wonderful Time Of The Year,gFtb3EtjEic,32114751
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",9,FALSE,22,11,22,Taki Taki,10,UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,348220,492880,0,8521646,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B",ixkoVwKQaJg,839121611
Brenda Lee,23,FALSE,0,14,23,Rockin' Around The Christmas Tree,10,UCy5_VL5roz50uWRKR7_gVyw,Lizz Coatsworth,2109,5321,0,100616,Rockin' Around The Christmas Tree Lyrics,t3HJgCcSUqQ,27733594
Cardi B,6,FALSE,21,13,24,Money,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,111498,52575,0,1145031,Cardi B - Money [Official Music Video],zUOh09GoQgk,27693624
Imagine Dragons,19,FALSE,20,13,25,Natural,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,29294,15110,0,858442,Imagine Dragons - Natural (Lyrics),V5M2WZiAy6k,66587067
Burl Ives,6,FALSE,0,26,26,A Holly Jolly Christmas,10,UCPKd8Yub6iTTsA5L4_CXsPg,mollyrocks516,3040,1758,0,33871,Holly Jolly Christmas Lyrics - Burl Ives,nVMCUtsmWmQ,10432107
Flipp Dinero,11,FALSE,28,27,27,Leave Me Alone,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,28161,22429,0,742889,"Flipp Dinero ""Leave Me Alone"" (WSHH Exclusive - Official Music Video)",qu0CxX8GJj8,61546987
Lady Gaga & Bradley Cooper,9,FALSE,23,5,28,Shallow,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,62909,43155,0,1762203,"Lady Gaga, Bradley Cooper - Shallow (A Star Is Born)",bo_efYhYU2A,179183896
Khalid,11,FALSE,43,29,29,Better,10,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,17939,25388,0,737347,Khalid - Better (Official Music Video),x3bfa3DZ8JM,96267245
Bazzi Featuring Camila Cabello,17,FALSE,30,30,30,Beautiful,10,UCKI6DNZu8-X5VWI0FEEYCTA,Bazzi,28989,21842,0,977105,Bazzi feat. Camila Cabello - Beautiful (Official Video),Uk1hv6h7O1Y,69929129
"Cardi B, Bad Bunny & J Balvin",34,FALSE,24,1,31,I Like It,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,258281,376584,0,5689639,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",xTlNMmZKwpA,785799516
lovelytheband,20,FALSE,35,29,32,Broken,10,UCkRP-4rl0ylPU11jmdBvXmg,lovelythebandVEVO,5485,6964,0,185550,lovelytheband - broken (official video),qr1-WpWOUk8,17126428
Bobby Helms,21,FALSE,0,29,33,Jingle Bell Rock,10,UCHvLu7FSnrBPzQYDMQY9nzw,craddock124,14831,11540,0,163667,Jingle Bell Rock- Lyrics,XpxNNalLTB4,59918761
