Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,acousticness,categoryId,channelId,channelTitle,commentCount,danceability,dislikeCount,duration_ms,elapsed_days_s_released,energy,favoriteCount,fm_listeners,fm_playcount,instrumentalness,key,likeCount,liveness,loudness,market_count,markets,mode,popularity,release_date,speechiness,tempo,time_signature,title,track_id,valence,videoId,viewCount
Post Malone Featuring Nicki Minaj,14,FALSE,83,16,89,Ball For Me,0.493,,,,,0.792,,206266,253,0.56,,36708,153869,0,9,,0.0849,-4.125,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,81,4/27/18,0.225,134.044,4,,6IaieqiCVvsNvEt6Y7yOFa,0.505,,
The Weeknd,18,FALSE,89,4,95,Call Out My Name,0.211,10,UCF_fDSgPpBQuh1MsUTgIARQ,TheWeekndVEVO,89917,0.449,97179,228373,281,0.599,0,148039,1226716,0,1,2706271,0.327,-4.892,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,82,3/30/18,0.0369,134.144,3,The Weeknd - Call Out My Name (Official Video),4MPTj8lMMvxLwT3EwuXFop,0.165,M4ZoCHID9GI,410268746
Kanye West,9,FALSE,91,11,96,All Mine,0.123,10,UChpJbg7zMbi5jx9Gdjaxa9g,KanyeWestVEVO,3623,0.925,6783,145506,218,0.31,0,111726,899065,0,11,151203,0.0931,-6.531,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,77,6/1/18,0.291,121.927,4,Kanye West - All Mine (Lyric Video),3U21A07gAloCc4P7J8rxcn,0.291,TrQ7w1bdNvY,11991235
Queen Naija,2,FALSE,0,63,98,Karma,0.172,10,UCjkF4n3bIuNNy1EVcsavFww,QueenNaijaVEVO,17944,0.592,20045,176075,190,0.571,0,7295,22054,0,1,457179,0.106,-7.132,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,71,6/29/18,0.174,104.95,4,Queen Naija - Karma (Audio),3qmm9AdG0TnShv0drgXNIQ,0.424,bf71mnxB9kI,66162450
Nicky Jam x J Balvin,21,FALSE,47,41,47,X,0.0364,10,UCpb_iJuhFe8V6rQdbNqfAlQ,NickyJamTV,237837,0.595,489912,173627,309,0.773,0,53,138,0.00108,9,6831913,0.334,-4.736,77,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,84,3/2/18,0.0549,180.073,4,Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon,39N9RPD9MRb5WmoLzNzPeA,0.711,_I_D_8Z4sJE,1456429978
Chance The Rapper,0,TRUE,0,60,60,I Might Need Security,0.177,,,,,0.514,,240640,170,0.693,,37236,173851,0,9,,0.351,-5.868,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,71,7/19/18,0.408,110.568,3,,3EApebexZ7YqDIqw2EMTDh,0.287,,
Billie Eilish,0,TRUE,0,93,93,You Should See Me In A Crown,0.479,,,,,0.697,,180566,171,0.552,,68579,565569,0.127,1,,0.147,-10.271,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,83,7/18/18,0.196,75.235,4,,6vsV4D8BM6PioRr1UOx0n2,0.278,,
Drake,4,FALSE,58,8,99,Emotionless,0.0249,,,,,0.413,,302173,190,0.677,,64899,272762,0,1,,0.0793,-5.12,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,73,6/29/18,0.255,172.501,4,,5Psnhdkyanjpgc2P8A5TSM,0.0845,,
Drake,4,FALSE,61,18,100,Can't Take A Joke,0.128,,,,,0.761,,163974,190,0.598,,6173,32026,0,10,,0.0839,-7.249,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,74,6/29/18,0.182,173.897,4,,1dUHF4RyMmMTveJ0Rby6Xm,0.447,,
Drake,3,FALSE,44,14,67,Elevate,0.015,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,2328,0.758,4901,184960,190,0.474,0,63125,254500,0,1,92345,0.116,-8.72,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,73,6/29/18,0.146,76.062,4,"JayDaYoungan ""Elevate"" (WSHH Exclusive - Official Music Video)",3szf2z1Cy1QMrtHrbn8rz9,0.0541,IbSMfncEXkE,12780384
Wiz Khalifa Featuring Lil Skies,0,TRUE,0,73,73,Fr Fr,0.12,24,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,23686,0.916,15696,195590,176,0.493,0,285,631,2.63E-06,1,674117,0.211,-7.371,69,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JP', 'KW', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,76,7/13/18,0.162,140.057,4,Wiz Khalifa - Fr Fr ft. Lil Skies (Dir. by @_ColeBennett_),1RagpNpkD3KcjXMLGMe99V,0.327,d_rongCrYOE,47739717
Drake,3,FALSE,55,30,80,Blue Tint,0.013,10,UC-wER2RVY0RgVxZIozQ5m3A,Luxury Helps,87,0.888,859,162800,190,0.372,0,41248,194151,0,7,5489,0.184,-10.254,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,72,6/29/18,0.358,133.998,4,Drake - Blue Tint ft. Future (OFFICAL),4n1bdaKwynQndm47x5HqWX,0.123,kCWqaYeDrPs,553689
Drake Featuring Static Major & Ty Dolla $ign,3,FALSE,56,41,82,After Dark,0.0414,20,UCbgtuRStKI_5ACSjubSTUPA,BasicallyIDoWrk,1233,0.686,221,289560,190,0.428,0,25842,70610,0,2,22236,0.138,-13.072,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,72,6/29/18,0.192,141.95,4,"WAIT, LIT, WAY OF THE ROAD! SEE YOU IN VALHALLA! After Dark Session PT 2 - Fortnite Battle Royale",3mvYQKm8h6M5K5h0nVPY9S,0.329,KHk6p7i6K_o,631839
Halsey Featuring Big Sean & Stefflon Don,14,FALSE,66,66,86,Alone,0.0164,10,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,564748,0.445,304586,207457,296,0.662,0,51575,407946,0,2,8933203,0.219,-4.802,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,69,3/15/18,0.181,200.04,4,Marshmello - Alone (Official Music Video),3tbNT2X5tfMIVeUflYbZUZ,0.479,ALZHF5UqnU4,1081489690
David Lee Murphy & Kenny Chesney,13,FALSE,80,66,89,Everything's Gonna Be Alright,0.98,10,UCoNiOjwNfBEIl0BzE84UULg,Coral Reef Sounds,1104,0.178,3131,254426,2867,0.206,0,n/a,n/a,0.86,2,45183,0.146,-18.407,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,0,3/1/11,0.0424,71.485,4,David Lee Murphy & Kenny Chesney - Everything's Gonna Be Alright (Audio),7hLu3YFoFbO4Ngqkfyqn1p,0.0954,OSzYUf2-GSs,13213047
Bad Wolves,18,FALSE,0,54,97,Zombie,0.00756,10,UCqh8RdUfSR9lGyasBhM_bjA,E7M,48370,0.448,72016,254805,351,0.826,0,41278,271986,0,2,1383000,0.117,-3.244,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,74,1/19/18,0.0319,77.093,4,Bad Wolves - Zombie (Official Video),1vNoA9F5ASnlBISFekDmg3,0.19,9XaS93WMRQQ,182057614
Drake,3,FALSE,59,21,98,8 Out Of 10,0.161,,,,,0.529,,195720,190,0.69,,59487,209837,0,2,,0.498,-7.87,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,70,6/29/18,0.74,170.54,4,,0zqy3ss4CwD6u4QPksS0nI,0.311,,
Future,2,FALSE,65,65,99,31 Days,0.267,10,UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,3808,0.875,13062,240682,183,0.644,0,14008,53864,0,1,158954,0.125,-6.554,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,64,7/6/18,0.222,139.086,4,Future - 31 DAYS (Official Audio),7MywASx2OFZngfoORjo1yy,0.788,rcTIq5mtRRM,28171098
Drake Featuring JAY-Z,3,FALSE,58,20,100,Talk Up,0.00359,,,,,0.758,,223240,190,0.49,,37755,101346,6.61E-06,11,,0.292,-9.877,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,70,6/29/18,0.139,140.116,4,,4ksuI04WMvUnJbHQjgs3L5,0.335,,
Future,0,TRUE,0,53,53,Wifi Lit,0.064,10,UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,965,0.884,2274,176630,183,0.579,0,22596,84972,2.38E-06,2,36272,0.182,-6.847,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,69,7/6/18,0.299,144.973,4,Future - WIFI LIT (Official Audio),6WlxcZKpEV6Bwe9InoVhMp,0.313,9uy7HEC1osw,4801274
XXXTENTACION,20,FALSE,68,19,62,Jocelyn Flores,0.469,10,UCnAcxgRZ065f_eXK1o85c1w,XXXTENTACION - Topic,75181,0.872,28935,119133,498,0.391,0,139534,1469056,4.13E-06,0,747002,0.297,-9.144,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,89,8/25/17,0.242,134.021,4,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,0.437,C1D3G2VGQ_8,67375829
Drake,2,FALSE,27,27,63,Sandra's Rose,0.0481,10,UCAZdHRpKjILJoMs0XIDU__A,OVO Sounds,23,0.487,332,216333,190,0.849,0,5703,24143,0,1,576,0.143,-5.432,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,70,6/29/18,0.246,152.093,4,Drake ~ Sandra's Rose (Scorpion),6cblRiEGDRNZgowcm951R3,0.52,GwOARo1avOQ,155317
Drake,2,FALSE,28,28,64,Summer Games,0.477,10,UCG7OAkkO9YFVKEXKeHv3ryg,AbstractSounds,158,0.775,318,247893,190,0.482,0,49560,222165,0.0456,1,5228,0.11,-11.269,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,70,6/29/18,0.0357,136.016,4,Drake  - Summer Games (Music Video),4HG1YiGBseVKzjyKcmAJen,0.134,OC2sVNhv3oY,656507
Drake,2,FALSE,32,32,67,Jaded,0.037,10,UCiXsh6CVvfigg8psfsTekUA,AerosmithVEVO,2217,0.766,2643,262453,190,0.271,0,42575,170439,0,0,91508,0.175,-5.697,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,72,6/29/18,0.0412,116.02,4,Aerosmith - Jaded (Official Music Video),4c2xt1trwYZpMqPWY35Xi9,0.0371,qbexOeoH5hg,21372795
