Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,acousticness,categoryId,channelId,channelTitle,commentCount,danceability,dislikeCount,duration_ms,elapsed_days_s_released,energy,favoriteCount,fm_listeners,fm_playcount,instrumentalness,key,likeCount,liveness,loudness,market_count,markets,mode,popularity,release_date,speechiness,tempo,time_signature,title,track_id,valence,videoId,viewCount
Drake,2,FALSE,37,37,68,That's How You Feel,0.117,23,UCbcPTrDuBp4rDuD0OvPFOlQ,hotdamnirock3,549,0.85,278,157605,190,0.473,0,5152,28779,0.0105,10,7417,0.108,-5.747,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,71,6/29/18,0.209,85.454,4,Drake- That's How You Feel | HotDamniRock,41a7dZcq30Ss5kPMayWRV0,0.38,EN-Yt4-eZTA,484223
Drake,2,FALSE,17,17,69,Survival,0.133,22,UCJjheeAVwFB0S5HlWbBwIfQ,Tube Unique Wilderness,6617,0.607,4447,136186,190,0.596,0,69384,229058,0,9,87536,0.123,-9.09,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,71,6/29/18,0.358,77.324,4,Building The Most Beautiful Survival House Villa By Bushman Skills,2yg9UN4eo5eMVJ7OB4RWj3,0.149,i_vLGL5L6pc,7942053
Future,0,TRUE,0,71,71,Cuddle My Wrist,0.0744,10,UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,1719,0.903,4227,181894,183,0.503,0,12227,42399,2.09E-05,11,57984,0.125,-9.188,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,60,7/6/18,0.335,125,4,Future - CUDDLE MY WRIST (Official Audio),5UVNjOSh27encRBqTpBWup,0.203,eCavFibSQLQ,9619442
Meek Mill Featuring Swizz Beatz,0,TRUE,0,73,73,Millidelphia,0.0854,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,3139,0.851,3422,215838,183,0.702,0,128,288,0,1,65874,0.374,-4.172,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,70,7/6/18,0.268,126.94,4,Meek Mill - Millidelphia (feat. Swizz Beats) [Official Audio],1dQ84P0W0lOckT02lPEhhP,0.179,fcGIcU3TLtE,6581344
Future,0,TRUE,0,76,76,Racks Blue,0.233,10,UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,1508,0.868,5959,204311,183,0.548,0,13060,45175,2.67E-06,1,78062,0.181,-7.864,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,62,7/6/18,0.171,139.999,4,Future - RACKS BLUE (Official Audio),4lc61NBCDzy2srBHDQeTfN,0.557,4N5x1HpiuJs,14740851
Drake,2,FALSE,42,42,78,Finesse,0.133,10,UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,248851,0.807,263118,182080,190,0.32,0,42226,172765,0.000328,0,4193597,0.101,-8.152,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,72,6/29/18,0.0582,94.99,4,Bruno Mars - Finesse (Remix) [Feat. Cardi B] [Official Video],2WP8G2pdddDmnh1xbfKBOI,0.298,LsoLEjrDogU,531916508
Lil Pump,0,TRUE,0,83,83,Drug Addicts,0.0121,10,UC6pjHMC4QXMi4llCCjtDXWg,Lil pump,182817,0.932,168116,175774,183,0.481,0,22323,121562,0.000497,1,2204660,0.097,-9.499,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,73,7/6/18,0.162,142.078,4,"Lil Pump - ""Drug Addicts"" (Official Music Video)",6tpHfEM8eaETzlPOARYWfZ,0.197,bnCT0GXgLJg,117710612
J. Cole,12,FALSE,77,10,84,KOD,0.21,10,UC0ajkOzj8xE3Gs3LHCE243A,J. Cole - Topic,2497,0.831,11423,191436,260,0.782,0,71756,414430,0,0,127214,0.113,-6.274,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,78,4/20/18,0.15,141.869,4,KOD,7yotKA30dwTKNEGomV9ZsI,0.199,ciya_AQu25o,13029107
Drake,2,FALSE,38,38,93,Peak,0.85,10,UCBL7ZxVX4GvW4CFiES_-0YA,Anne-Marie,575,0.686,384,206026,190,0.215,0,43294,162208,0.000123,9,22494,0.106,-13.54,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,69,6/29/18,0.0387,91.998,4,Anne-Marie - Peak (Stripped) [Official Audio],11L064movtyopGdLiX4sVg,0.273,omrJsDTJbKE,2048805
Juice WRLD,2,FALSE,0,65,94,Legends,0.115,10,UC0BletW9phE4xHFM44q4qKA,Juice WRLD,45549,0.594,7867,191840,197,0.798,0,19632,176353,0,4,447367,0.143,-5.244,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,81,6/22/18,0.0844,142.049,4,"Juice WRLD - ""Legends"" (Official Audio)",1Knctxx9vGZxpZfF66BIEa,0.381,dIzgiclddlM,34476445
Iggy Azalea Feauring Tyga,0,TRUE,0,96,96,Kream,0.0335,10,UCcdOEjqjiVAnUtEFZIRTlHg,iggyazaleamusicVEVO,105061,0.785,141801,166626,155,0.425,0,n/a,n/a,4.36E-06,10,1492612,0.108,-6.665,65,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JP', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,74,8/3/18,0.137,174.028,4,Iggy Azalea - Kream ft. Tyga (Official Music Video),5mu1uv8RmzDkF8foePK5qa,0.192,t7lM7Bn16Zg,123915971
Drake,2,FALSE,36,36,100,Is There More,0.727,10,UCJyrAJIFdCPgiOWiAQvGSaA,Yuma Beats,75,0.698,36,226906,190,0.547,0,42458,132436,0,1,891,0.159,-7.607,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,68,6/29/18,0.315,83.801,4,Drake - Is There More (INSTRUMENTAL),1Tnw0ItH1Macok8gblnPPd,0.548,Jt7z70dLI1Y,99045
Drake,0,TRUE,0,51,51,Ratchet Happy Birthday,0.106,22,UC-9_ONMm855MG6g_e7JDfIw,Gang Plug 4,76,0.657,396,207306,190,0.571,0,38667,130530,0.00121,2,2815,0.0735,-12.519,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,67,6/29/18,0.14,167.961,4,Drake - Ratchet Happy Birthday (OFFICIAL),4SUwJA3eUVNHExxMPEUhQe,0.626,aQcIR4CMp2s,282904
Drake,0,TRUE,0,56,56,Final Fantasy,0.422,,,,,0.5,,219960,190,0.448,,35787,115110,8.03E-06,0,,0.115,-10.977,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,68,6/29/18,0.442,144.204,1,,44Du2IM1bGY7dicmLfXbUs,0.104,,
Drake,0,TRUE,0,57,57,14-Mar,n/a,10,UCV-78nmz7H7hY_jeXHb7HSw,Young What Official,80,n/a,76,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,376,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,March 14-Drake OFFICIAL AUDIO,n/a,n/a,sh18fadRF8k,109939
Charlie Puth Featuring Kehlani,9,FALSE,74,53,78,Done For Me,0.193,10,UCwppdrjsBPAZg5_cUwQjfMQ,Charlie Puth,26805,0.856,18262,180493,239,0.632,0,1713,12831,0,6,759509,0.0688,-3.692,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,75,5/11/18,0.074,112.009,4,Charlie Puth - Done For Me (feat. Kehlani) [Official Video],1lsBTdE6MGsKeZCD6llNu7,0.697,TdyllLZeviY,69005823
Lil Pump,12,FALSE,71,24,88,Esskeetit,0.022,10,UC6pjHMC4QXMi4llCCjtDXWg,Lil pump,414392,0.932,440310,181714,267,0.506,0,42315,250249,0,11,4413013,0.0933,-7.755,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,79,4/13/18,0.161,139.974,4,"Lil Pump - ""ESSKEETIT"" (Official Music Video)",44KKhCyI0BGS6LvVyDqJtH,0.696,DPxL7dO5XPc,364990112
XXXTENTACION,7,FALSE,46,42,91,Everybody Dies In Their Nightmares,0.847,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,144353,0.734,25074,95466,498,0.57,0,77899,791587,2.14E-05,7,2042511,0.112,-7.066,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,86,8/25/17,0.133,129.953,4,XXXTENTACION - Everybody Dies In Their Nightmares (Audio),3GVkPk8mqxz0itaAriG1L7,0.689,7JGDWKJfgxQ,180699931
Kanye West,5,FALSE,77,8,92,Yikes,0.15,10,UCRY5dYsbIN5TylSbd7gVnZg,Kanye West - Topic,118,0.683,109,188773,218,0.776,0,101859,852279,0,1,2856,0.227,-3.251,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,73,6/1/18,0.341,173.996,4,Yikes,1qsHYUd2c1wFGcn7e63QmG,0.223,kPPyUO6m3-4,166541
Sam Hunt,2,FALSE,0,94,94,Downtown's Dead,n/a,10,UCe9JQN67fXOpATmbLuR9Upw,SamHuntVEVO,651,n/a,696,n/a,n/a,n/a,0,7547,32846,n/a,n/a,13224,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sam Hunt - Downtown's Dead,n/a,n/a,EBGsSRpl-W8,2644039
Famous Dex,15,FALSE,63,28,96,Japan,0.121,10,UCdGP_MdTu-4nv8KPe-pr2uw,Famous Dex,37099,0.733,30883,142000,274,0.678,0,49977,376234,0,6,830227,0.344,-7.771,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,81,4/6/18,0.438,175.985,4,Famous Dex - Japan (Prod. JGramm) [Official Lyric Video],5PTG6rrL6EPFD9E2QMI2pl,0.841,hTLrY2tJkcc,82848342
Reik Featuring Ozuna & Wisin,3,FALSE,0,77,97,Me Niego,0.0543,10,UCahVGI5idD85mQlBD2InzzA,reikVEVO,79988,0.777,203118,221653,323,0.779,0,29378,151290,0,0,2593064,0.636,-4.449,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,82,2/16/18,0.0972,94.023,4,"Reik - Me Niego ft. Ozuna, Wisin (Video Oficial)",6jA8JUuPCGYjFcgw0AoM5T,0.768,JyqD_zfXfi8,762648613
XXXTENTACION,5,FALSE,55,55,98,The Remedy For A Broken Heart (Why Am I So In Love),0.779,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,53897,0.699,13894,160184,295,0.304,0,128,759,0.000993,1,658105,0.137,-11.192,77,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,84,3/16/18,0.0993,119.705,4,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,0.271,ndCI8DIM86w,66486776
Blake Shelton,18,FALSE,85,63,100,I Lived It,0.476,10,UC9nxc-xiH1AnL9RGstfgurg,Blake Shelton,5337,0.557,9307,219600,428,0.571,0,6465,27691,0.00114,10,142155,0.101,-8.106,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,64,11/3/17,0.0281,80.981,4,"Blake Shelton - ""I Lived It"" (Official Music Video)",5slddJ629YcePvqD6Uyk8r,0.392,i_nLsG_asQg,36138083
